,employer,min_pos_salary,max_pos_salary,overtime_pay,lump_sum_pay,other_pay,retirement_cost_covered,health_benefits,DOB,pension,employer_url,location
1261,6,59076.0,131088.0,0.0,3339.14,0.0,0.0,9237.72,25-07-1970,2.00% @ 62,gfsu.edu.in,Gandhinagar
1262,15,22879.56,38749.56,0.0,0.0,4248.65,0.0,0.0,24-07-1979,,msubaroda.ac.in,
1263,22,49512.0,66192.0,0.0,0.0,0.0,0.0,74.7,20-10-1951,2.00% @ 62,sggu.ac.in,
1264,0,22879.56,38749.56,0.0,0.0,1717.2,0.0,0.0,27-07-1953,,www.aau.in,Anand
1265,8,49512.0,66192.0,0.0,0.0,716.0,0.0,0.0,20-03-1984,Part-Time Seasonal and Temporary (PST) Retirement Plan,gtu.ac.in,Ahmedabad
1266,0,22879.56,38749.56,0.0,0.0,4478.8,0.0,0.0,05-03-1967,,www.aau.in,
1267,14,31200.0,48888.0,1037.97,0.0,5559.1,0.0,89.64,26-10-1957,2.00% @ 62,www.mkbhavuni.edu.in,Bhavnagar
1268,16,28152.0,66204.0,0.0,0.0,3402.65,0.0,0.0,13-01-1957,,www.nau.in,Navsari
1269,2,59076.0,131088.0,0.0,0.0,0.0,,0.0,02-03-1953,,ddu.ac.in,
1270,14,22879.56,38749.56,0.0,0.0,5436.25,0.0,0.0,21-02-1977,,www.mkbhavuni.edu.in,Bhavnagar
1271,20,28079.4,41432.76,0.0,0.0,0.0,0.0,0.0,10-05-1960,,saurashtrauniversity.edu,Rajkot
1272,20,7260.0,60312.0,0.0,0.0,3826.56,0.0,0.0,17-08-1951,Part-Time Seasonal and Temporary (PST) Retirement Plan,saurashtrauniversity.edu,Rajkot
1273,18,49512.0,66192.0,0.0,0.0,0.0,0.0,0.0,14-05-1955,Part-Time Seasonal and Temporary (PST) Retirement Plan,spuvvn.edu,Vallabh Vidhyanagar
1274,10,28079.4,41432.76,0.0,0.0,0.0,0.0,0.0,27-09-1989,,www.guts.education,
1275,16,68280.0,127908.0,0.0,0.0,325.0,,18335.97,20-08-1984,2.00% @ 62,www.nau.in,
1276,12,22879.56,38749.56,0.0,0.0,1881.0,,0.0,12-05-1989,,iitram.ac.in,Ahmedabad
1277,3,22879.56,38749.56,0.0,0.0,6337.0,0.0,0.0,23-01-1988,,baou.edu.in,Ahmedabad
1278,15,85188.0,150792.0,0.0,0.0,37692.0,,18571.54,10-11-1952,2.00% @ 55,msubaroda.ac.in,Vadodara
1279,0,22879.56,291194.4,0.0,0.0,0.0,0.0,0.0,17-09-1986,,www.aau.in,Anand
1280,18,22879.56,38749.56,0.0,0.0,377.0,0.0,0.0,06-01-1986,,spuvvn.edu,Vallabh Vidhyanagar
1281,5,28152.0,66204.0,0.0,0.0,0.0,0.0,0.0,06-05-1972,,ayurveduniversity.edu.in,Jamnagar
1282,18,28079.4,41432.76,0.0,0.0,0.0,,0.0,05-06-1958,,spuvvn.edu,Vallabh Vidhyanagar
1283,8,59076.0,131088.0,0.0,0.0,27756.87,,10778.64,16-07-1951,2.00% @ 62,gtu.ac.in,
1284,20,22879.56,38749.56,0.0,0.0,0.0,0.0,0.0,05-11-1978,,saurashtrauniversity.edu,Rajkot
1285,20,22879.56,38749.56,0.0,0.0,8509.5,0.0,0.0,08-07-1972,,saurashtrauniversity.edu,
1286,15,34152.0,59976.0,0.0,0.0,0.0,0.0,0.0,04-06-1984,,msubaroda.ac.in,Vadodara
1287,3,22879.56,38749.56,0.0,0.0,2576.2,0.0,0.0,07-05-1964,,baou.edu.in,Ahmedabad
1288,20,49512.0,66192.0,0.0,0.0,0.0,0.0,22.41,21-09-1983,Part-Time Seasonal and Temporary (PST) Retirement Plan,saurashtrauniversity.edu,Rajkot
1289,20,22879.56,38749.56,0.0,0.0,445.2,,0.0,07-03-1956,,saurashtrauniversity.edu,
1290,10,60864.0,213120.0,0.0,0.0,258.0,,17109.6,01-06-1957,2.00% @ 55,www.guts.education,Ahmedabad
1291,3,49512.0,66192.0,0.0,,437.5,,0.0,18-08-1960,Part-Time Seasonal and Temporary (PST) Retirement Plan,baou.edu.in,Ahmedabad
1292,16,56472.0,75924.0,0.0,0.0,350.0,,9087.91,18-06-1951,2.00% @ 62,www.nau.in,Navsari
1293,14,39456.0,73944.0,0.0,0.0,0.0,0.0,0.0,09-05-1959,,www.mkbhavuni.edu.in,
1294,19,28079.4,41432.76,0.0,0.0,0.0,0.0,0.0,15-04-1956,,sdau.edu.in,Palanpur
1295,7,66408.0,85752.0,465.0,0.0,-32.36,,11493.87,12-04-1986,2.00% @ 62,gnlu.ac.in,Gandhinagar
1296,23,14496.0,38028.0,0.0,0.0,13800.0,0.0,0.0,14-03-1977,Part-Time Seasonal and Temporary (PST) Retirement Plan,vnsgu.ac.in,
1297,9,37092.0,65160.0,6335.76,0.0,1273.1,0.0,16789.8,11-01-1962,2.00% @ 62,gujaratuniversity.org.in,Ahmedabad
1298,5,26928.0,38172.0,0.0,0.0,1345.0,,0.0,12-07-1967,,ayurveduniversity.edu.in,Jamnagar
1299,6,22879.56,38749.56,0.0,0.0,1382.9,0.0,0.0,08-10-1963,,gfsu.edu.in,Gandhinagar
1300,13,49512.0,66192.0,0.0,0.0,6275.0,0.0,53.89,15-11-1979,Part-Time Seasonal and Temporary (PST) Retirement Plan,kskvku.digitaluniversity.ac,Bhuj
1301,12,59076.0,131088.0,0.0,0.0,0.0,,17452.98,06-07-1950,2.00% @ 62,iitram.ac.in,Ahmedabad
1302,0,132.0,2880.0,0.0,0.0,15823.58,,0.0,17-07-1980,Part-Time Seasonal and Temporary (PST) Retirement Plan,www.aau.in,Anand
1303,20,22879.56,38749.56,0.0,,1305.0,,0.0,24-03-1970,,saurashtrauniversity.edu,Rajkot
1304,10,44712.0,157800.0,0.0,0.0,396.0,,22492.64,05-10-1952,2.00% @ 55,www.guts.education,Ahmedabad
1305,3,31200.0,48888.0,156.87,0.0,1837.4,,10687.2,26-05-1951,2.00% @ 62,baou.edu.in,Ahmedabad
1306,23,22879.56,38749.56,0.0,0.0,6864.75,,0.0,23-09-1969,,vnsgu.ac.in,Surat
1307,16,59076.0,131088.0,0.0,0.0,0.0,,1739.76,11-01-1956,2.00% @ 62,www.nau.in,Navsari
1308,20,22879.56,38749.56,0.0,0.0,3625.3,,0.0,06-04-1964,,saurashtrauniversity.edu,Rajkot
1309,14,42180.0,74076.0,0.0,0.0,650.0,0.0,9329.16,12-05-1984,2.00% @ 55,www.mkbhavuni.edu.in,Bhavnagar
1310,22,31200.0,48888.0,134.65,0.0,2889.2,0.0,17631.72,01-05-1975,2.00% @ 55,sggu.ac.in,Godhra
1311,6,28152.0,66204.0,0.0,0.0,0.0,0.0,1769.64,02-10-1968,2.00% @ 62,gfsu.edu.in,Gandhinagar
1312,20,85188.0,150792.0,0.0,0.0,9000.0,,17631.72,27-09-1956,2.00% @ 55,saurashtrauniversity.edu,Rajkot
1313,8,28152.0,66204.0,0.0,0.0,0.0,,0.0,01-01-1959,,gtu.ac.in,Ahmedabad
1314,0,22879.56,38749.56,0.0,0.0,112.5,0.0,0.0,23-02-1976,,www.aau.in,Anand
1315,16,59076.0,131088.0,0.0,0.0,2594.38,0.0,29.88,21-06-1952,2.00% @ 55,www.nau.in,
1316,12,49512.0,66192.0,0.0,0.0,0.0,0.0,0.0,03-06-1965,Part-Time Seasonal and Temporary (PST) Retirement Plan,iitram.ac.in,Ahmedabad
1317,9,80856.0,142032.0,0.0,1263.44,650.0,0.0,17639.19,22-05-1981,2.00% @ 62,gujaratuniversity.org.in,Ahmedabad
1318,23,31200.0,48888.0,0.0,0.0,246.63,,0.0,21-05-1954,2.00% @ 60,vnsgu.ac.in,Surat
1319,22,59076.0,131088.0,0.0,0.0,7949.58,0.0,0.0,07-07-1980,Part-Time Seasonal and Temporary (PST) Retirement Plan,sggu.ac.in,
1320,6,49512.0,66192.0,0.0,0.0,0.0,0.0,0.0,05-10-1975,Part-Time Seasonal and Temporary (PST) Retirement Plan,gfsu.edu.in,Gandhinagar
1321,18,32832.0,57672.0,0.0,0.0,650.0,,17631.72,14-06-1964,2.00% @ 55,spuvvn.edu,Vallabh Vidhyanagar
1322,8,69792.0,88488.0,0.0,0.0,23801.17,,10838.64,02-02-1985,2.00% @ 55,gtu.ac.in,Ahmedabad
1323,6,28079.4,41432.76,0.0,0.0,0.0,0.0,0.0,05-06-1978,,gfsu.edu.in,Gandhinagar
1324,20,22879.56,38749.56,0.0,0.0,2308.5,0.0,0.0,25-03-1972,,saurashtrauniversity.edu,Rajkot
1325,12,33060.0,58080.0,0.0,95.52,0.0,,0.0,27-05-1978,2.00% @ 62,iitram.ac.in,
1326,23,49512.0,66192.0,0.0,0.0,35825.29,,0.0,09-05-1969,Part-Time Seasonal and Temporary (PST) Retirement Plan,vnsgu.ac.in,Surat
1327,9,59076.0,131088.0,0.0,0.0,5708.4,,629.16,01-11-1955,Part-Time Seasonal and Temporary (PST) Retirement Plan,gujaratuniversity.org.in,
1328,3,22879.56,38749.56,0.0,0.0,693.0,0.0,0.0,12-06-1952,,baou.edu.in,Ahmedabad
1329,15,28079.4,41432.76,0.0,,0.0,0.0,0.0,01-04-1968,,msubaroda.ac.in,Vadodara
1330,10,30024.0,108996.0,0.0,0.0,396.0,,23270.64,19-07-1964,2.00% @ 55,www.guts.education,
1331,6,28152.0,66204.0,0.0,0.0,0.0,0.0,15098.94,07-06-1964,2.00% @ 62,gfsu.edu.in,Gandhinagar
1332,20,22879.56,38749.56,0.0,0.0,1766.1,,0.0,02-04-1967,,saurashtrauniversity.edu,Rajkot
1333,9,97968.0,187176.0,0.0,0.0,0.0,0.0,113.25,06-03-1971,2.00% @ 62,gujaratuniversity.org.in,
1334,15,22879.56,38749.56,0.0,0.0,96.2,,0.0,10-10-1974,,msubaroda.ac.in,Vadodara
1335,19,59076.0,131088.0,0.0,0.0,1600.0,,23270.64,27-07-1962,2.00% @ 62,sdau.edu.in,Palanpur
1336,7,85188.0,150792.0,0.0,0.0,0.0,,8564.64,16-04-1982,2.00% @ 55,gnlu.ac.in,Gandhinagar
1337,14,44712.0,157800.0,0.0,0.0,258.0,0.0,23270.64,09-02-1972,2.00% @ 55,www.mkbhavuni.edu.in,Bhavnagar
1338,18,22879.56,38749.56,0.0,0.0,825.0,,0.0,12-05-1968,,spuvvn.edu,
1339,8,22879.56,38749.56,0.0,0.0,10563.4,0.0,0.0,24-01-1976,,gtu.ac.in,Ahmedabad
1340,6,52464.0,125736.0,0.0,0.0,0.0,0.0,907.23,20-05-1985,2.00% @ 62,gfsu.edu.in,Gandhinagar
1341,2,49512.0,66192.0,0.0,0.0,3446.4,0.0,9329.16,14-05-1986,2.00% @ 62,ddu.ac.in,
1342,7,59076.0,131088.0,0.0,0.0,0.0,,0.0,06-02-1966,Part-Time Seasonal and Temporary (PST) Retirement Plan,gnlu.ac.in,Gandhinagar
1343,14,85188.0,150792.0,0.0,0.0,0.0,0.0,23270.64,04-04-1953,2.00% @ 55,www.mkbhavuni.edu.in,Bhavnagar
1344,16,85188.0,150792.0,0.0,0.0,0.0,,9319.08,24-08-1979,2.00% @ 55,www.nau.in,Navsari
1345,9,22879.56,291194.4,0.0,0.0,0.0,0.0,0.0,12-08-1983,Part-Time Seasonal and Temporary (PST) Retirement Plan,gujaratuniversity.org.in,Ahmedabad
1346,8,59076.0,131088.0,0.0,0.0,0.0,,22710.84,17-07-1982,2.00% @ 62,gtu.ac.in,Ahmedabad
1347,23,41460.0,138792.0,0.0,0.0,0.0,0.0,9329.16,02-08-1987,2.00% @ 55,vnsgu.ac.in,Surat
1348,12,31200.0,53496.0,0.0,0.0,-57.76,0.0,9980.6,22-07-1978,2.00% @ 62,iitram.ac.in,Ahmedabad
1349,14,28079.4,41432.76,0.0,0.0,0.0,0.0,0.0,17-08-1977,,www.mkbhavuni.edu.in,Bhavnagar
1350,15,22879.56,38749.56,0.0,0.0,5011.9,0.0,0.0,20-10-1967,,msubaroda.ac.in,Vadodara
1351,5,22879.56,38749.56,0.0,0.0,2367.5,,0.0,15-01-1972,,ayurveduniversity.edu.in,
1352,12,59076.0,131088.0,0.0,0.0,0.0,0.0,3614.64,12-01-1980,2.00% @ 62,iitram.ac.in,Ahmedabad
1353,19,37380.0,65700.0,37.44,0.0,3678.2,,23270.64,07-11-1960,2.00% @ 60,sdau.edu.in,Palanpur
1354,8,49512.0,66192.0,0.0,0.0,0.0,,52.29,20-03-1970,Part-Time Seasonal and Temporary (PST) Retirement Plan,gtu.ac.in,Ahmedabad
1355,6,85188.0,150792.0,0.0,0.0,0.0,,9329.16,09-11-1958,2.00% @ 55,gfsu.edu.in,
1356,18,41868.0,73548.0,0.0,0.0,650.0,,9237.72,07-10-1950,2.00% @ 62,spuvvn.edu,
1357,16,40560.0,71208.0,0.0,0.0,881.14,,23270.64,04-09-1956,2.00% @ 62,www.nau.in,
1358,10,85188.0,150792.0,0.0,0.0,11207.2,0.0,17631.72,17-07-1977,2.00% @ 55,www.guts.education,Ahmedabad
1359,23,49512.0,66192.0,0.0,0.0,0.0,0.0,0.0,03-02-1962,Part-Time Seasonal and Temporary (PST) Retirement Plan,vnsgu.ac.in,Surat
1360,19,22879.56,38749.56,0.0,,718.3,0.0,0.0,15-10-1985,,sdau.edu.in,Palanpur
1361,15,22879.56,38749.56,0.0,0.0,4857.1,0.0,0.0,01-10-1985,,msubaroda.ac.in,Vadodara
1362,22,22879.56,38749.56,0.0,0.0,3332.75,,0.0,18-07-1980,,sggu.ac.in,Godhra
1363,18,62484.0,79848.0,3649.86,829.1,0.0,0.0,0.0,05-06-1955,Part-Time Seasonal and Temporary (PST) Retirement Plan,spuvvn.edu,Vallabh Vidhyanagar
1364,23,22879.56,38749.56,0.0,0.0,2067.0,0.0,0.0,07-05-1981,,vnsgu.ac.in,Surat
1365,3,14496.0,38028.0,0.0,,21060.0,0.0,0.0,23-04-1957,Part-Time Seasonal and Temporary (PST) Retirement Plan,baou.edu.in,Ahmedabad
1366,4,31872.0,55992.0,0.0,0.0,650.0,,3614.64,24-07-1954,2.00% @ 55,gu.ac.in,Mehsana
1367,6,49512.0,66192.0,0.0,0.0,0.0,0.0,0.0,22-11-1977,Part-Time Seasonal and Temporary (PST) Retirement Plan,gfsu.edu.in,Gandhinagar
1368,2,37380.0,65700.0,0.0,0.0,650.0,0.0,9237.72,08-02-1951,2.00% @ 62,ddu.ac.in,Nadiad
1369,14,85188.0,150792.0,0.0,0.0,12862.0,,3614.64,19-09-1968,2.00% @ 55,www.mkbhavuni.edu.in,Bhavnagar
1370,20,37380.0,65700.0,0.0,0.0,650.0,,22015.08,18-01-1978,2.00% @ 60,saurashtrauniversity.edu,Rajkot
1371,4,22879.56,38749.56,0.0,0.0,1105.0,,0.0,07-02-1959,,gu.ac.in,
1372,8,54648.0,77856.0,0.0,0.0,1023.79,0.0,17109.6,13-07-1971,2.00% @ 55,gtu.ac.in,
1373,20,22879.56,38749.56,0.0,0.0,0.0,,0.0,22-03-1972,,saurashtrauniversity.edu,
1374,16,59076.0,110088.0,0.0,0.0,0.0,,17631.72,25-06-1978,2.00% @ 60,www.nau.in,Navsari
1375,14,59076.0,131088.0,0.0,0.0,0.0,,9329.16,08-02-1953,2.00% @ 62,www.mkbhavuni.edu.in,Bhavnagar
1376,2,22879.56,38749.56,0.0,0.0,66.0,0.0,0.0,09-09-1962,,ddu.ac.in,Nadiad
1377,12,59076.0,131088.0,0.0,0.0,300.0,,23270.64,19-07-1986,2.00% @ 62,iitram.ac.in,Ahmedabad
1378,11,59076.0,131088.0,0.0,0.0,1000.0,,8998.68,15-01-1961,2.00% @ 62,ngu.ac.in,Patan
1379,18,22879.56,38749.56,0.0,0.0,334.0,0.0,0.0,13-08-1987,,spuvvn.edu,
1380,15,22879.56,38749.56,0.0,0.0,0.0,0.0,0.0,19-06-1971,Part-Time Seasonal and Temporary (PST) Retirement Plan,msubaroda.ac.in,Vadodara
1381,2,85188.0,150792.0,0.0,,0.0,0.0,23270.64,12-07-1987,2.00% @ 55,ddu.ac.in,Nadiad
1382,20,22879.56,38749.56,0.0,0.0,2619.0,,0.0,13-07-1960,,saurashtrauniversity.edu,Rajkot
1383,19,22879.56,38749.56,0.0,0.0,0.0,0.0,0.0,03-05-1976,,sdau.edu.in,Palanpur
1384,19,22879.56,38749.56,0.0,0.0,1575.0,0.0,0.0,24-04-1978,,sdau.edu.in,Palanpur
1385,2,69792.0,88488.0,0.0,0.0,0.0,0.0,17751.72,02-07-1968,2.00% @ 55,ddu.ac.in,Nadiad
1386,10,39456.0,73944.0,0.0,0.0,650.0,,17631.72,13-11-1989,2.00% @ 62,www.guts.education,Ahmedabad
1387,8,22879.56,38749.56,0.0,0.0,7335.0,0.0,0.0,04-08-1973,,gtu.ac.in,Ahmedabad
1388,6,49512.0,66192.0,0.0,0.0,0.0,0.0,0.0,27-03-1964,Part-Time Seasonal and Temporary (PST) Retirement Plan,gfsu.edu.in,Gandhinagar
1389,9,22879.56,38749.56,0.0,0.0,7889.0,0.0,0.0,05-09-1989,,gujaratuniversity.org.in,Ahmedabad
1390,2,54648.0,77856.0,0.0,0.0,1023.79,0.0,1769.64,01-01-1989,2.00% @ 62,ddu.ac.in,
1391,3,22879.56,38749.56,0.0,0.0,2978.0,0.0,0.0,02-08-1961,,baou.edu.in,Ahmedabad
1392,14,22879.56,38749.56,0.0,0.0,6198.8,0.0,0.0,23-09-1986,,www.mkbhavuni.edu.in,
1393,10,59076.0,131088.0,0.0,0.0,7252.0,,0.0,20-04-1962,Part-Time Seasonal and Temporary (PST) Retirement Plan,www.guts.education,Ahmedabad
1394,2,46764.0,82152.0,0.0,0.0,650.0,0.0,89.64,12-04-1966,2.00% @ 62,ddu.ac.in,
1395,9,36120.0,63480.0,632.82,0.0,1422.08,0.0,9237.72,23-04-1953,2.00% @ 55,gujaratuniversity.org.in,Ahmedabad
1396,20,97968.0,187176.0,0.0,0.0,2801.62,,7756.88,17-10-1972,2.00% @ 62,saurashtrauniversity.edu,
1397,14,22879.56,38749.56,0.0,0.0,5869.2,,0.0,23-02-1977,,www.mkbhavuni.edu.in,Bhavnagar
1398,23,28079.4,41432.76,0.0,0.0,0.0,0.0,0.0,20-11-1957,,vnsgu.ac.in,Surat
1399,19,59076.0,131088.0,0.0,,0.0,0.0,8564.64,05-03-1950,2.00% @ 62,sdau.edu.in,Palanpur
1400,18,22879.56,291194.4,0.0,0.0,0.0,0.0,0.0,16-03-1979,Part-Time Seasonal and Temporary (PST) Retirement Plan,spuvvn.edu,Vallabh Vidhyanagar
1401,11,85188.0,150792.0,0.0,0.0,0.0,,9090.12,22-05-1952,2.00% @ 55,ngu.ac.in,
1402,13,22879.56,38749.56,0.0,0.0,1782.0,0.0,0.0,23-09-1964,,kskvku.digitaluniversity.ac,Bhuj
1403,10,22879.56,38749.56,0.0,0.0,5960.9,0.0,0.0,04-11-1977,,www.guts.education,Ahmedabad
1404,20,56316.0,98904.0,0.0,0.0,650.0,,23270.64,24-11-1952,2.00% @ 62,saurashtrauniversity.edu,Rajkot
1405,7,22879.56,38749.56,0.0,0.0,476.0,,0.0,19-03-1982,,gnlu.ac.in,Gandhinagar
1406,23,49512.0,66192.0,0.0,0.0,0.0,,0.0,13-05-1962,Part-Time Seasonal and Temporary (PST) Retirement Plan,vnsgu.ac.in,Surat
1407,11,67656.0,143952.0,0.0,0.0,17528.2,0.0,8998.68,12-10-1956,2.00% @ 62,ngu.ac.in,
1408,6,22879.56,38749.56,0.0,0.0,4188.8,0.0,0.0,19-06-1987,,gfsu.edu.in,Gandhinagar
1409,8,22879.56,38749.56,0.0,0.0,3746.39,0.0,0.0,07-10-1980,,gtu.ac.in,Ahmedabad
1410,17,52464.0,125736.0,0.0,,361.24,0.0,18273.72,05-09-1963,2.00% @ 55,rsu.ac.in,Ahmedabad
1411,6,34260.0,60228.0,2332.46,0.0,0.0,0.0,2884.2,18-01-1952,2.00% @ 62,gfsu.edu.in,
1412,15,132.0,2880.0,0.0,0.0,91196.25,,0.0,15-10-1965,Part-Time Seasonal and Temporary (PST) Retirement Plan,msubaroda.ac.in,
1413,7,85188.0,150792.0,0.0,0.0,17906.61,,5306.61,10-08-1954,2.00% @ 55,gnlu.ac.in,Gandhinagar
1414,7,37380.0,65700.0,0.0,0.0,650.0,0.0,9329.16,07-07-1977,2.00% @ 55,gnlu.ac.in,
1415,9,28079.4,41432.76,0.0,0.0,0.0,0.0,0.0,20-11-1972,,gujaratuniversity.org.in,Ahmedabad
1416,12,22879.56,38749.56,0.0,0.0,1383.3,0.0,0.0,01-09-1964,,iitram.ac.in,Ahmedabad
1417,14,39456.0,73944.0,0.0,0.0,700.0,,9237.72,08-07-1954,2.00% @ 62,www.mkbhavuni.edu.in,Bhavnagar
1418,1,56472.0,75924.0,0.0,0.0,0.0,0.0,22.41,08-03-1981,Part-Time Seasonal and Temporary (PST) Retirement Plan,www.bknmu.edu.in,Junagadh
1419,6,28080.0,52920.0,0.0,0.0,1357.44,0.0,0.0,17-06-1961,,gfsu.edu.in,
1420,3,59076.0,131088.0,0.0,0.0,22390.92,0.0,17836.34,14-01-1989,2.00% @ 55,baou.edu.in,Ahmedabad
1421,14,59076.0,131088.0,0.0,0.0,2367.2,,0.0,16-06-1954,,www.mkbhavuni.edu.in,Bhavnagar
1422,14,22879.56,38749.56,0.0,0.0,480.0,,0.0,21-01-1960,,www.mkbhavuni.edu.in,Bhavnagar
1423,14,59076.0,131088.0,0.0,0.0,1000.0,0.0,9319.08,12-08-1981,2.00% @ 62,www.mkbhavuni.edu.in,Bhavnagar
1424,15,22879.56,38749.56,0.0,0.0,364.0,0.0,0.0,08-09-1964,Part-Time Seasonal and Temporary (PST) Retirement Plan,msubaroda.ac.in,Vadodara
1425,10,28079.4,41432.76,0.0,0.0,0.0,0.0,0.0,10-03-1984,,www.guts.education,Ahmedabad
1426,16,59076.0,131088.0,0.0,0.0,9114.12,,0.0,24-09-1979,Part-Time Seasonal and Temporary (PST) Retirement Plan,www.nau.in,Navsari
1427,12,44712.0,157800.0,0.0,0.0,54.0,,23270.64,01-03-1963,2.00% @ 55,iitram.ac.in,
1428,5,34152.0,59976.0,0.0,0.0,0.0,0.0,0.0,15-05-1954,,ayurveduniversity.edu.in,Jamnagar
1429,18,22879.56,38749.56,0.0,0.0,4095.0,0.0,0.0,04-08-1980,,spuvvn.edu,Vallabh Vidhyanagar
1430,15,31200.0,53496.0,0.0,1113.8,650.0,,9237.72,07-08-1956,2.00% @ 62,msubaroda.ac.in,
1431,11,22879.56,38749.56,0.0,,1381.8,0.0,0.0,13-11-1954,,ngu.ac.in,Patan
1432,18,49512.0,66192.0,0.0,0.0,0.0,,0.0,27-07-1952,Part-Time Seasonal and Temporary (PST) Retirement Plan,spuvvn.edu,Vallabh Vidhyanagar
1433,14,28079.4,41432.76,0.0,0.0,0.0,,0.0,03-03-1984,,www.mkbhavuni.edu.in,Bhavnagar
1434,9,37092.0,65160.0,0.0,0.0,687.44,0.0,9237.72,03-09-1981,2.00% @ 62,gujaratuniversity.org.in,Ahmedabad
1435,20,14496.0,38028.0,0.0,0.0,1015.0,0.0,0.0,17-10-1964,Part-Time Seasonal and Temporary (PST) Retirement Plan,saurashtrauniversity.edu,Rajkot
1436,4,44712.0,157800.0,0.0,,126.5,0.0,16162.41,26-06-1953,2.00% @ 60,gu.ac.in,Mehsana
1437,18,22879.56,38749.56,0.0,0.0,3317.25,,0.0,01-02-1980,,spuvvn.edu,Vallabh Vidhyanagar
1438,7,67656.0,143952.0,0.0,0.0,45105.6,0.0,9237.72,19-11-1951,2.00% @ 55,gnlu.ac.in,
1439,21,54648.0,77856.0,0.0,0.0,1023.79,0.0,9237.72,03-07-1973,2.00% @ 62,sssu.ac.in,Veraval
1440,14,28079.4,41432.76,0.0,0.0,0.0,0.0,0.0,01-06-1973,,www.mkbhavuni.edu.in,Bhavnagar
1441,20,28152.0,66204.0,0.0,0.0,3909.0,0.0,0.0,08-03-1975,,saurashtrauniversity.edu,Rajkot
1442,14,31908.0,76020.0,0.0,0.0,0.0,,0.0,19-06-1952,,www.mkbhavuni.edu.in,Bhavnagar
1443,10,22879.56,38749.56,0.0,,4903.25,,0.0,01-01-1964,,www.guts.education,
1444,5,22879.56,38749.56,0.0,0.0,1424.5,,0.0,21-03-1982,,ayurveduniversity.edu.in,Jamnagar
1445,14,31200.0,53496.0,0.0,0.0,1467.41,,17109.6,04-02-1988,2.00% @ 62,www.mkbhavuni.edu.in,Bhavnagar
1446,8,22879.56,38749.56,0.0,0.0,9277.5,0.0,0.0,14-06-1952,,gtu.ac.in,Ahmedabad
1447,7,59076.0,131088.0,0.0,1000.82,2746.62,0.0,23278.51,14-02-1964,2.00% @ 62,gnlu.ac.in,Gandhinagar
1448,18,52464.0,125736.0,0.0,12487.35,650.0,0.0,7570.2,25-06-1968,2.00% @ 60,spuvvn.edu,Vallabh Vidhyanagar
1449,11,56472.0,75924.0,0.0,678.01,0.0,0.0,0.0,01-08-1964,Part-Time Seasonal and Temporary (PST) Retirement Plan,ngu.ac.in,Patan
1450,15,59076.0,131088.0,0.0,,1953.2,0.0,0.0,03-06-1983,,msubaroda.ac.in,Vadodara
1451,10,59076.0,131088.0,0.0,0.0,1072.2,0.0,3614.64,08-06-1967,Part-Time Seasonal and Temporary (PST) Retirement Plan,www.guts.education,Ahmedabad
1452,18,62340.0,88932.0,0.0,1654.96,1619.5,,4336.77,11-02-1964,2.00% @ 55,spuvvn.edu,Vallabh Vidhyanagar
1453,14,28079.4,41432.76,0.0,0.0,0.0,,0.0,01-10-1970,Part-Time Seasonal and Temporary (PST) Retirement Plan,www.mkbhavuni.edu.in,
1454,15,85188.0,150792.0,0.0,0.0,0.0,,9329.16,16-10-1985,2.00% @ 55,msubaroda.ac.in,Vadodara
1455,8,22879.56,38749.56,0.0,0.0,4610.0,0.0,0.0,25-08-1952,,gtu.ac.in,Ahmedabad
1456,14,49512.0,66192.0,0.0,,0.0,,0.0,18-10-1958,Part-Time Seasonal and Temporary (PST) Retirement Plan,www.mkbhavuni.edu.in,
1457,3,49512.0,66192.0,0.0,0.0,0.0,,0.0,01-10-1987,Part-Time Seasonal and Temporary (PST) Retirement Plan,baou.edu.in,Ahmedabad
1458,22,22879.56,38749.56,0.0,,1076.4,0.0,0.0,26-01-1961,,sggu.ac.in,
1459,11,59076.0,131088.0,0.0,0.0,0.0,0.0,9319.08,02-01-1961,2.00% @ 55,ngu.ac.in,Patan
1460,10,67656.0,143952.0,0.0,0.0,0.0,0.0,9807.72,15-11-1973,2.00% @ 55,www.guts.education,Ahmedabad
1461,15,22879.56,38749.56,0.0,0.0,6529.6,0.0,0.0,07-05-1988,,msubaroda.ac.in,Vadodara
1462,19,46764.0,82152.0,0.0,0.0,650.0,0.0,17631.72,17-01-1963,2.00% @ 55,sdau.edu.in,Palanpur
1463,0,31872.0,55992.0,204.24,0.0,650.0,,23270.64,02-02-1974,2.00% @ 55,www.aau.in,Anand
1464,1,52464.0,125736.0,0.0,0.0,650.0,0.0,17631.72,20-01-1986,2.00% @ 55,www.bknmu.edu.in,Junagadh
1465,4,31200.0,48888.0,2830.71,0.0,3423.6,0.0,9807.72,20-03-1966,2.00% @ 60,gu.ac.in,Mehsana
1466,20,59076.0,131088.0,0.0,0.0,34921.2,,23270.64,18-04-1987,2.00% @ 62,saurashtrauniversity.edu,Rajkot
1467,6,22879.56,38749.56,0.0,,534.9,,0.0,10-02-1958,,gfsu.edu.in,Gandhinagar
1468,8,67656.0,143952.0,0.0,0.0,0.0,0.0,17631.72,22-04-1980,2.00% @ 60,gtu.ac.in,Ahmedabad
