,employer,min_pos_salary,max_pos_salary,overtime_pay,lump_sum_pay,other_pay,retirement_cost_covered,health_benefits,DOB,pension,employer_url,location
1473,13,52464.0,125736.0,0.0,0.0,650.0,0.0,22015.08,24-01-1973,2.00% @ 55,kskvku.digitaluniversity.ac,Bhuj
1474,13,56316.0,98904.0,0.0,0.0,650.0,,17631.72,15-09-1956,2.00% @ 55,kskvku.digitaluniversity.ac,
1475,11,54648.0,77856.0,0.0,0.0,1023.79,0.0,23270.64,02-09-1986,2.00% @ 55,ngu.ac.in,Patan
1476,10,22879.56,291194.4,0.0,0.0,0.0,0.0,0.0,21-03-1987,Part-Time Seasonal and Temporary (PST) Retirement Plan,www.guts.education,Ahmedabad
1477,1,85188.0,150792.0,0.0,0.0,0.0,0.0,22015.08,10-01-1986,2.00% @ 55,www.bknmu.edu.in,Junagadh
1478,1,44712.0,157800.0,0.0,0.0,571.91,0.0,287.47,12-08-1986,2.00% @ 62,www.bknmu.edu.in,Junagadh
1479,6,31200.0,44604.0,13029.0,0.0,0.0,0.0,6633.9,19-09-1985,2.00% @ 62,gfsu.edu.in,Gandhinagar
1480,14,22879.56,38749.56,0.0,0.0,214.5,0.0,0.0,09-10-1977,,www.mkbhavuni.edu.in,Bhavnagar
1481,3,22879.56,38749.56,0.0,0.0,3025.0,0.0,0.0,15-10-1968,,baou.edu.in,Ahmedabad
1482,20,67656.0,143952.0,0.0,0.0,7555.6,,16978.68,08-11-1971,2.00% @ 62,saurashtrauniversity.edu,Rajkot
1483,23,28079.4,41432.76,0.0,0.0,0.0,0.0,0.0,25-02-1986,,vnsgu.ac.in,Surat
1484,10,44976.0,78984.0,0.0,0.0,624.79,0.0,23270.64,18-01-1961,2.00% @ 55,www.guts.education,Ahmedabad
1485,18,63900.0,112248.0,0.0,,648.0,,3742.64,02-10-1984,2.00% @ 62,spuvvn.edu,
1486,8,28079.4,41432.76,0.0,0.0,0.0,0.0,0.0,19-04-1957,,gtu.ac.in,Ahmedabad
1487,2,49512.0,66192.0,0.0,0.0,0.0,,0.0,11-01-1955,Part-Time Seasonal and Temporary (PST) Retirement Plan,ddu.ac.in,Nadiad
1488,6,42852.0,80292.0,0.0,,8.1,,0.0,15-10-1951,Part-Time Seasonal and Temporary (PST) Retirement Plan,gfsu.edu.in,Gandhinagar
1489,14,22879.56,38749.56,0.0,0.0,2394.0,,0.0,22-04-1957,,www.mkbhavuni.edu.in,Bhavnagar
1490,6,56184.0,86820.0,0.0,328.86,0.0,,0.0,17-01-1959,2.50% @ 57,gfsu.edu.in,Gandhinagar
1491,20,67656.0,143952.0,0.0,0.0,2178.8,,1499.78,02-08-1981,Part-Time Seasonal and Temporary (PST) Retirement Plan,saurashtrauniversity.edu,
1492,23,92088.0,292068.0,0.0,0.0,7826.18,0.0,23270.64,10-06-1959,2.00% @ 55,vnsgu.ac.in,Surat
1493,23,92088.0,292068.0,0.0,0.0,38.81,,23270.64,22-09-1983,2.00% @ 55,vnsgu.ac.in,Surat
1494,3,7260.0,60312.0,0.0,0.0,8849.58,0.0,0.0,08-06-1989,Part-Time Seasonal and Temporary (PST) Retirement Plan,baou.edu.in,Ahmedabad
1495,18,28079.4,41432.76,0.0,0.0,0.0,0.0,0.0,17-07-1977,,spuvvn.edu,
1496,16,28596.0,40884.0,75.85,0.0,763.3,0.0,23270.64,04-01-1984,2.00% @ 62,www.nau.in,Navsari
1497,16,22879.56,38749.56,0.0,0.0,3410.0,,0.0,05-03-1961,,www.nau.in,Navsari
1498,8,14496.0,38028.0,0.0,,4755.0,0.0,0.0,19-05-1989,Part-Time Seasonal and Temporary (PST) Retirement Plan,gtu.ac.in,Ahmedabad
1499,5,22879.56,38749.56,0.0,0.0,3368.0,,0.0,17-10-1970,,ayurveduniversity.edu.in,Jamnagar
1500,14,70896.0,133764.0,0.0,10596.91,650.0,,4618.86,26-03-1952,2.00% @ 55,www.mkbhavuni.edu.in,Bhavnagar
1501,23,22879.56,38749.56,0.0,0.0,7781.0,0.0,0.0,24-01-1970,,vnsgu.ac.in,Surat
1502,19,30024.0,108996.0,0.0,19412.27,1502.57,0.0,15140.56,24-01-1980,2.00% @ 55,sdau.edu.in,
1503,15,22879.56,38749.56,0.0,0.0,528.0,0.0,0.0,20-02-1980,,msubaroda.ac.in,Vadodara
1504,22,22879.56,38749.56,0.0,,1969.89,0.0,0.0,05-06-1981,,sggu.ac.in,
1505,15,32556.0,59856.0,8702.64,,3213.73,0.0,22015.08,22-06-1961,2.00% @ 55,msubaroda.ac.in,Vadodara
1506,20,61812.0,115416.0,0.0,0.0,600.0,,9797.64,01-06-1967,2.00% @ 55,saurashtrauniversity.edu,Rajkot
1507,11,59076.0,131088.0,0.0,0.0,0.0,0.0,23448.46,07-02-1987,2.00% @ 62,ngu.ac.in,Patan
1508,10,62484.0,79848.0,3759.82,0.0,0.0,0.0,9237.72,26-10-1960,2.00% @ 55,www.guts.education,Ahmedabad
1509,10,22879.56,291194.4,0.0,0.0,0.0,0.0,0.0,15-06-1965,Part-Time Seasonal and Temporary (PST) Retirement Plan,www.guts.education,Ahmedabad
1510,6,28152.0,66204.0,0.0,0.0,0.0,,67.23,02-01-1951,2.00% @ 62,gfsu.edu.in,
1511,20,28079.4,41432.76,0.0,0.0,0.0,0.0,0.0,25-01-1959,,saurashtrauniversity.edu,
1512,14,22879.56,38749.56,0.0,0.0,586.3,0.0,0.0,18-04-1980,,www.mkbhavuni.edu.in,Bhavnagar
1513,15,22879.56,291194.4,0.0,0.0,0.0,0.0,0.0,06-08-1973,Part-Time Seasonal and Temporary (PST) Retirement Plan,msubaroda.ac.in,Vadodara
1514,18,37380.0,65700.0,0.0,0.0,650.0,0.0,9237.72,23-05-1980,2.00% @ 55,spuvvn.edu,Vallabh Vidhyanagar
1515,9,49512.0,66192.0,0.0,0.0,0.0,0.0,0.0,07-09-1975,Part-Time Seasonal and Temporary (PST) Retirement Plan,gujaratuniversity.org.in,
1516,0,22879.56,38749.56,0.0,0.0,6257.05,0.0,0.0,15-01-1953,,www.aau.in,Anand
1517,6,59076.0,131088.0,0.0,0.0,1647.04,0.0,44.82,19-08-1958,Part-Time Seasonal and Temporary (PST) Retirement Plan,gfsu.edu.in,Gandhinagar
1518,10,42180.0,74076.0,0.0,0.0,0.0,0.0,0.0,08-10-1963,Part-Time Seasonal and Temporary (PST) Retirement Plan,www.guts.education,
1519,19,22879.56,38749.56,0.0,0.0,696.3,,0.0,08-01-1959,,sdau.edu.in,Palanpur
1520,9,85188.0,150792.0,0.0,0.0,0.0,,17631.72,08-04-1961,2.00% @ 55,gujaratuniversity.org.in,
1521,0,22879.56,38749.56,0.0,0.0,2864.65,,0.0,20-01-1972,Part-Time Seasonal and Temporary (PST) Retirement Plan,www.aau.in,Anand
1522,18,46764.0,82152.0,0.0,0.0,650.0,0.0,21325.64,06-11-1966,2.00% @ 55,spuvvn.edu,Vallabh Vidhyanagar
1523,20,32520.0,57156.0,0.0,0.0,650.0,0.0,17631.72,16-01-1989,2.00% @ 55,saurashtrauniversity.edu,Rajkot
1524,19,22879.56,38749.56,0.0,0.0,60.0,0.0,0.0,14-09-1957,,sdau.edu.in,
1525,23,22879.56,38749.56,0.0,0.0,1551.0,,0.0,11-06-1960,,vnsgu.ac.in,Surat
1526,19,22879.56,38749.56,0.0,0.0,203.0,0.0,0.0,20-07-1957,,sdau.edu.in,
1527,15,22879.56,38749.56,0.0,0.0,2749.17,0.0,0.0,09-05-1954,,msubaroda.ac.in,Vadodara
1528,7,56472.0,75924.0,0.0,0.0,0.0,,3263.38,08-10-1974,Part-Time Seasonal and Temporary (PST) Retirement Plan,gnlu.ac.in,Gandhinagar
1529,20,59076.0,131088.0,0.0,0.0,0.0,,44.82,06-11-1986,Part-Time Seasonal and Temporary (PST) Retirement Plan,saurashtrauniversity.edu,Rajkot
1530,15,44712.0,157800.0,0.0,0.0,258.0,,17631.72,19-04-1971,2.00% @ 60,msubaroda.ac.in,Vadodara
1531,4,22879.56,38749.56,0.0,0.0,2557.5,0.0,0.0,18-01-1965,Part-Time Seasonal and Temporary (PST) Retirement Plan,gu.ac.in,
1532,2,22879.56,38749.56,0.0,0.0,8881.21,,0.0,17-07-1973,,ddu.ac.in,Nadiad
1533,2,26928.0,38172.0,0.0,0.0,0.0,0.0,0.0,02-04-1985,,ddu.ac.in,Nadiad
1534,12,46764.0,82152.0,0.0,0.0,650.0,0.0,8998.68,17-02-1962,2.00% @ 55,iitram.ac.in,Ahmedabad
1535,19,22879.56,38749.56,0.0,0.0,450.0,,0.0,21-10-1969,,sdau.edu.in,Palanpur
1536,2,22879.56,38749.56,0.0,0.0,230.0,,0.0,20-09-1952,,ddu.ac.in,
1537,7,62340.0,88932.0,0.0,0.0,3472.59,0.0,17631.72,24-09-1961,2.00% @ 55,gnlu.ac.in,Gandhinagar
1538,19,132.0,2880.0,0.0,0.0,2700.0,,0.0,22-05-1977,,sdau.edu.in,
1539,3,14496.0,38028.0,0.0,0.0,12052.0,0.0,0.0,14-11-1978,Part-Time Seasonal and Temporary (PST) Retirement Plan,baou.edu.in,Ahmedabad
1540,4,22879.56,38749.56,0.0,0.0,1650.0,,0.0,01-05-1981,,gu.ac.in,Mehsana
1541,3,49512.0,66192.0,0.0,0.0,0.0,0.0,0.0,04-02-1967,Part-Time Seasonal and Temporary (PST) Retirement Plan,baou.edu.in,
1542,20,22879.56,38749.56,0.0,0.0,5150.25,0.0,0.0,07-05-1953,,saurashtrauniversity.edu,
1543,23,28079.4,41432.76,0.0,0.0,0.0,0.0,0.0,03-06-1984,,vnsgu.ac.in,Surat
1544,1,49512.0,66192.0,0.0,0.0,6344.62,0.0,7346.55,16-06-1985,2.00% @ 55,www.bknmu.edu.in,Junagadh
1545,16,22879.56,38749.56,0.0,,4994.25,0.0,0.0,01-07-1971,,www.nau.in,Navsari
1546,2,22879.56,38749.56,0.0,0.0,11237.8,0.0,0.0,25-11-1967,,ddu.ac.in,
1547,8,22879.56,38749.56,0.0,0.0,699.36,0.0,0.0,05-07-1986,,gtu.ac.in,Ahmedabad
1548,15,23664.0,37452.0,0.0,0.0,500.0,,154.94,05-01-1973,Part-Time Seasonal and Temporary (PST) Retirement Plan,msubaroda.ac.in,Vadodara
1549,1,22879.56,38749.56,0.0,0.0,2291.34,0.0,0.0,26-02-1951,,www.bknmu.edu.in,Junagadh
1550,21,22879.56,38749.56,0.0,0.0,418.0,,0.0,07-02-1981,,sssu.ac.in,Veraval
1551,8,31200.0,48888.0,327.8,0.0,5399.6,,23803.01,20-06-1950,2.00% @ 62,gtu.ac.in,
1552,8,22879.56,38749.56,0.0,0.0,2348.5,,0.0,27-04-1956,,gtu.ac.in,Ahmedabad
1553,7,22879.56,38749.56,0.0,0.0,2205.5,0.0,0.0,01-07-1969,,gnlu.ac.in,Gandhinagar
1554,18,59076.0,131088.0,0.0,0.0,1817.75,,9245.59,01-01-1976,2.00% @ 62,spuvvn.edu,Vallabh Vidhyanagar
1555,12,49512.0,66192.0,0.0,0.0,1062.93,0.0,1472.11,19-03-1983,Part-Time Seasonal and Temporary (PST) Retirement Plan,iitram.ac.in,Ahmedabad
1556,20,74988.0,140976.0,0.0,0.0,1250.0,0.0,23270.64,14-02-1954,2.00% @ 55,saurashtrauniversity.edu,Rajkot
1557,9,22879.56,38749.56,0.0,0.0,4722.0,0.0,0.0,20-10-1979,,gujaratuniversity.org.in,Ahmedabad
1558,9,22879.56,38749.56,0.0,0.0,5190.14,,0.0,01-03-1980,,gujaratuniversity.org.in,Ahmedabad
1559,9,28152.0,66204.0,0.0,0.0,0.0,0.0,0.0,10-10-1964,,gujaratuniversity.org.in,Ahmedabad
1560,15,49512.0,66192.0,0.0,0.0,0.0,,0.0,12-01-1980,Part-Time Seasonal and Temporary (PST) Retirement Plan,msubaroda.ac.in,Vadodara
1561,5,22879.56,38749.56,0.0,0.0,4273.07,,0.0,06-05-1973,,ayurveduniversity.edu.in,
1562,3,22879.56,38749.56,0.0,0.0,3880.5,0.0,0.0,11-07-1957,,baou.edu.in,Ahmedabad
1563,16,34152.0,59976.0,0.0,,0.0,,0.0,21-01-1964,2.00% @ 62,www.nau.in,
1564,7,28152.0,66204.0,0.0,0.0,1520.1,0.0,0.0,04-10-1967,,gnlu.ac.in,
1565,10,54648.0,77856.0,0.0,0.0,1023.79,0.0,2359.08,03-01-1953,2.00% @ 62,www.guts.education,Ahmedabad
1566,6,22879.56,38749.56,0.0,0.0,591.5,0.0,0.0,14-07-1966,,gfsu.edu.in,Gandhinagar
1567,22,22879.56,38749.56,0.0,0.0,1966.14,,0.0,25-04-1989,,sggu.ac.in,
1568,16,22879.56,38749.56,0.0,0.0,3731.25,,0.0,01-02-1958,,www.nau.in,Navsari
1569,18,28080.0,52920.0,0.0,0.0,46.8,,0.0,22-08-1972,Part-Time Seasonal and Temporary (PST) Retirement Plan,spuvvn.edu,
1570,15,23664.0,37452.0,0.0,0.0,550.0,0.0,1449.7,12-08-1963,Part-Time Seasonal and Temporary (PST) Retirement Plan,msubaroda.ac.in,Vadodara
1571,21,22879.56,38749.56,0.0,0.0,2029.73,0.0,0.0,15-02-1964,,sssu.ac.in,Veraval
1572,6,85188.0,150792.0,0.0,0.0,12601.97,0.0,14615.73,13-08-1986,2.00% @ 55,gfsu.edu.in,Gandhinagar
1573,8,22879.56,38749.56,0.0,0.0,201.3,0.0,0.0,12-09-1987,,gtu.ac.in,Ahmedabad
1574,14,49512.0,66192.0,0.0,0.0,463.73,0.0,22.41,03-07-1959,Part-Time Seasonal and Temporary (PST) Retirement Plan,www.mkbhavuni.edu.in,Bhavnagar
1575,6,33336.0,83460.0,0.0,0.0,-140.0,0.0,2898.82,23-03-1979,2.00% @ 62,gfsu.edu.in,Gandhinagar
1576,6,28080.0,52920.0,0.0,0.0,0.0,0.0,0.0,16-01-1956,,gfsu.edu.in,
1577,0,22879.56,38749.56,0.0,0.0,0.0,0.0,0.0,24-01-1951,,www.aau.in,Anand
1578,5,22879.56,38749.56,0.0,0.0,280.0,,0.0,01-11-1967,,ayurveduniversity.edu.in,Jamnagar
1579,4,22879.56,38749.56,0.0,0.0,3195.5,0.0,0.0,01-03-1982,,gu.ac.in,Mehsana
1580,7,60864.0,213120.0,0.0,0.0,887.2,,22015.08,26-02-1957,2.00% @ 62,gnlu.ac.in,Gandhinagar
1581,15,42852.0,80304.0,0.0,340.91,128.0,,721.72,06-07-1979,2.00% @ 62,msubaroda.ac.in,Vadodara
1582,15,49512.0,66192.0,0.0,0.0,0.0,0.0,17631.72,11-07-1954,2.00% @ 62,msubaroda.ac.in,Vadodara
1583,13,22879.56,38749.56,0.0,0.0,6138.0,0.0,0.0,11-10-1988,,kskvku.digitaluniversity.ac,
1584,14,22879.56,38749.56,0.0,0.0,2592.25,,0.0,25-02-1962,,www.mkbhavuni.edu.in,Bhavnagar
1585,16,42852.0,80304.0,0.0,0.0,747.8,0.0,22015.08,23-08-1981,2.00% @ 55,www.nau.in,Navsari
1586,9,34152.0,59976.0,0.0,,650.0,0.0,8998.68,15-09-1984,2.00% @ 62,gujaratuniversity.org.in,Ahmedabad
1587,6,22879.56,38749.56,0.0,0.0,6015.5,,0.0,04-05-1979,,gfsu.edu.in,Gandhinagar
1588,19,22879.56,38749.56,0.0,0.0,1212.3,0.0,0.0,16-06-1969,,sdau.edu.in,Palanpur
1589,19,22879.56,38749.56,0.0,0.0,2626.15,0.0,0.0,10-07-1966,,sdau.edu.in,Palanpur
1590,20,49512.0,66192.0,0.0,0.0,1040.0,0.0,-15.74,15-09-1971,Part-Time Seasonal and Temporary (PST) Retirement Plan,saurashtrauniversity.edu,
1591,8,56316.0,98904.0,0.0,0.0,1023.79,0.0,8998.68,27-06-1956,2.00% @ 55,gtu.ac.in,Ahmedabad
1592,0,22879.56,38749.56,0.0,0.0,1619.8,,0.0,25-07-1963,,www.aau.in,
1593,8,28152.0,66204.0,0.0,0.0,0.0,0.0,0.0,15-01-1985,,gtu.ac.in,
1594,2,46764.0,82152.0,866.73,0.0,650.0,0.0,17631.72,13-11-1962,2.00% @ 55,ddu.ac.in,Nadiad
1595,9,31200.0,48888.0,2673.62,0.0,2428.46,,9237.72,03-06-1974,2.00% @ 60,gujaratuniversity.org.in,Ahmedabad
1596,1,37212.0,69708.0,0.0,0.0,650.0,,22015.08,15-09-1989,2.00% @ 55,www.bknmu.edu.in,Junagadh
1597,3,85188.0,150792.0,0.0,,0.0,0.0,9090.12,16-06-1956,2.00% @ 55,baou.edu.in,Ahmedabad
1598,14,14496.0,38028.0,0.0,0.0,4782.1,0.0,0.0,25-08-1985,,www.mkbhavuni.edu.in,
1599,8,22879.56,38749.56,0.0,0.0,642.85,0.0,0.0,22-08-1988,,gtu.ac.in,Ahmedabad
1600,15,50796.0,114168.0,0.0,0.0,0.0,0.0,9833.33,11-03-1981,2.00% @ 55,msubaroda.ac.in,Vadodara
1601,0,22879.56,38749.56,0.0,,4872.85,,0.0,26-03-1967,,www.aau.in,Anand
1602,8,28152.0,66204.0,0.0,0.0,0.0,,0.0,03-06-1955,,gtu.ac.in,
1603,0,22879.56,38749.56,0.0,0.0,1046.5,0.0,0.0,04-04-1980,,www.aau.in,Anand
1604,16,85188.0,150792.0,0.0,0.0,0.0,,23270.64,14-04-1957,2.00% @ 55,www.nau.in,Navsari
1605,12,22879.56,38749.56,0.0,0.0,1126.55,,0.0,13-04-1957,,iitram.ac.in,Ahmedabad
1606,12,85188.0,150792.0,0.0,0.0,10315.2,0.0,17631.72,13-10-1961,2.00% @ 55,iitram.ac.in,Ahmedabad
1607,0,28079.4,41432.76,0.0,0.0,0.0,,0.0,26-07-1958,,www.aau.in,Anand
1608,6,49512.0,66192.0,0.0,0.0,0.0,0.0,0.0,05-10-1979,,gfsu.edu.in,Gandhinagar
1609,1,22879.56,38749.56,0.0,0.0,489.51,,0.0,20-02-1975,,www.bknmu.edu.in,Junagadh
1610,18,77460.0,145164.0,0.0,0.0,650.0,,23270.64,22-06-1955,2.00% @ 55,spuvvn.edu,Vallabh Vidhyanagar
1611,19,30024.0,108996.0,0.0,0.0,90.0,0.0,23270.64,06-04-1968,2.00% @ 55,sdau.edu.in,
1612,18,22879.56,38749.56,0.0,0.0,2272.5,,0.0,17-09-1980,Part-Time Seasonal and Temporary (PST) Retirement Plan,spuvvn.edu,Vallabh Vidhyanagar
1613,20,85188.0,150792.0,0.0,0.0,19423.8,,17364.99,10-09-1988,2.00% @ 55,saurashtrauniversity.edu,Rajkot
1614,5,22879.56,38749.56,0.0,0.0,4551.53,0.0,0.0,18-10-1952,,ayurveduniversity.edu.in,
1615,15,22879.56,38749.56,0.0,0.0,5127.6,0.0,0.0,06-01-1975,,msubaroda.ac.in,Vadodara
1616,10,22879.56,38749.56,0.0,,1610.0,,0.0,13-07-1967,,www.guts.education,Ahmedabad
1617,9,44712.0,157800.0,0.0,0.0,90.0,0.0,9319.08,09-09-1954,2.00% @ 62,gujaratuniversity.org.in,
1618,15,59076.0,131088.0,0.0,0.0,0.0,,3710.44,13-01-1972,Part-Time Seasonal and Temporary (PST) Retirement Plan,msubaroda.ac.in,Vadodara
1619,20,66408.0,85752.0,33357.81,0.0,0.0,0.0,8564.64,08-06-1976,2.00% @ 62,saurashtrauniversity.edu,
1620,18,39456.0,73944.0,904.47,0.0,650.0,0.0,9237.72,13-01-1985,2.00% @ 55,spuvvn.edu,Vallabh Vidhyanagar
1621,15,34152.0,59976.0,0.0,0.0,0.0,0.0,0.0,18-05-1963,Part-Time Seasonal and Temporary (PST) Retirement Plan,msubaroda.ac.in,Vadodara
1622,14,67656.0,143952.0,0.0,0.0,21033.91,0.0,23270.64,01-09-1953,2.00% @ 60,www.mkbhavuni.edu.in,
1623,20,28079.4,41432.76,0.0,0.0,0.0,,0.0,16-01-1967,,saurashtrauniversity.edu,
1624,7,22879.56,38749.56,0.0,0.0,649.75,,0.0,02-02-1972,,gnlu.ac.in,Gandhinagar
1625,10,67656.0,143952.0,0.0,,8542.53,0.0,1769.64,07-11-1986,2.00% @ 62,www.guts.education,Ahmedabad
1626,2,22879.56,38749.56,0.0,,450.0,,0.0,19-09-1965,Part-Time Seasonal and Temporary (PST) Retirement Plan,ddu.ac.in,Nadiad
1627,12,28079.4,41432.76,0.0,0.0,0.0,,0.0,23-08-1977,,iitram.ac.in,
1628,1,22879.56,38749.56,0.0,,1856.0,,0.0,07-01-1961,,www.bknmu.edu.in,Junagadh
1629,9,22879.56,38749.56,0.0,0.0,1557.8,0.0,0.0,21-07-1979,,gujaratuniversity.org.in,
1630,19,28079.4,41432.76,0.0,0.0,0.0,0.0,0.0,10-02-1965,,sdau.edu.in,Palanpur
1631,23,22879.56,38749.56,0.0,0.0,1021.0,,0.0,11-06-1987,,vnsgu.ac.in,Surat
1632,4,39456.0,73944.0,0.0,0.0,650.0,,9319.08,24-09-1989,2.00% @ 62,gu.ac.in,
1633,0,37380.0,65700.0,0.0,,650.0,0.0,9237.72,22-04-1972,2.00% @ 62,www.aau.in,Anand
1634,20,22879.56,38749.56,0.0,,6223.12,0.0,0.0,26-05-1962,,saurashtrauniversity.edu,
1635,12,59076.0,131088.0,0.0,,2780.27,0.0,9319.08,11-05-1953,Part-Time Seasonal and Temporary (PST) Retirement Plan,iitram.ac.in,Ahmedabad
1636,19,22879.56,38749.56,0.0,0.0,2605.4,0.0,0.0,10-07-1959,,sdau.edu.in,
1637,15,49512.0,66192.0,0.0,0.0,0.0,0.0,954.58,06-09-1976,2.00% @ 62,msubaroda.ac.in,
1638,18,28152.0,66204.0,0.0,0.0,0.0,0.0,0.0,23-05-1968,,spuvvn.edu,Vallabh Vidhyanagar
1639,20,49512.0,66192.0,0.0,0.0,0.0,0.0,0.0,08-05-1967,Part-Time Seasonal and Temporary (PST) Retirement Plan,saurashtrauniversity.edu,Rajkot
1640,19,22879.56,38749.56,0.0,0.0,55.0,0.0,0.0,18-07-1984,,sdau.edu.in,Palanpur
1641,15,67656.0,143952.0,0.0,0.0,8635.11,,23270.64,14-11-1989,2.00% @ 55,msubaroda.ac.in,Vadodara
1642,23,49512.0,66192.0,0.0,0.0,0.0,,89.64,03-03-1988,Part-Time Seasonal and Temporary (PST) Retirement Plan,vnsgu.ac.in,Surat
1643,9,22879.56,38749.56,0.0,0.0,157.5,,0.0,25-02-1964,,gujaratuniversity.org.in,Ahmedabad
1644,2,22879.56,38749.56,0.0,0.0,1455.3,0.0,0.0,06-07-1978,,ddu.ac.in,Nadiad
1645,6,28079.4,41432.76,0.0,0.0,0.0,0.0,0.0,22-10-1967,,gfsu.edu.in,Gandhinagar
1646,20,22879.56,38749.56,0.0,0.0,4076.25,,0.0,17-05-1955,,saurashtrauniversity.edu,
1647,1,28079.4,41432.76,0.0,0.0,0.0,,0.0,13-09-1986,,www.bknmu.edu.in,
1648,19,59076.0,131088.0,0.0,0.0,0.0,,9319.08,07-04-1978,2.00% @ 62,sdau.edu.in,Palanpur
1649,3,31200.0,53496.0,0.0,0.0,650.0,,18602.64,02-02-1970,2.00% @ 55,baou.edu.in,
1650,1,22879.56,38749.56,0.0,0.0,1740.39,,0.0,20-05-1961,,www.bknmu.edu.in,Junagadh
1651,20,22879.56,38749.56,0.0,,11720.7,0.0,0.0,10-10-1959,,saurashtrauniversity.edu,Rajkot
1652,2,22879.56,38749.56,0.0,0.0,2290.0,0.0,0.0,09-08-1958,,ddu.ac.in,Nadiad
1653,9,31200.0,48888.0,12.0,0.0,2431.1,0.0,9237.72,27-11-1961,2.00% @ 62,gujaratuniversity.org.in,Ahmedabad
1654,18,49512.0,66192.0,0.0,0.0,1315.71,0.0,0.0,14-06-1982,Part-Time Seasonal and Temporary (PST) Retirement Plan,spuvvn.edu,Vallabh Vidhyanagar
1655,19,22879.56,38749.56,0.0,0.0,2332.0,,0.0,26-07-1960,,sdau.edu.in,Palanpur
1656,13,54648.0,77856.0,0.0,,1023.79,,6886.3,08-09-1983,2.00% @ 62,kskvku.digitaluniversity.ac,Bhuj
1657,5,22879.56,38749.56,0.0,0.0,86.0,0.0,0.0,13-03-1978,,ayurveduniversity.edu.in,Jamnagar
1658,3,22879.56,38749.56,0.0,0.0,995.5,,0.0,27-10-1952,,baou.edu.in,Ahmedabad
1659,6,49512.0,66192.0,0.0,,1860.13,0.0,14.94,16-07-1984,2.00% @ 62,gfsu.edu.in,Gandhinagar
1660,19,59076.0,131088.0,0.0,0.0,4200.0,0.0,8845.2,16-09-1981,2.00% @ 62,sdau.edu.in,Palanpur
1661,0,22879.56,38749.56,0.0,0.0,5610.64,,0.0,26-08-1967,,www.aau.in,
1662,23,49512.0,66192.0,0.0,0.0,2595.2,0.0,1769.64,11-10-1951,Part-Time Seasonal and Temporary (PST) Retirement Plan,vnsgu.ac.in,
1663,8,49512.0,66192.0,0.0,0.0,0.0,0.0,0.0,27-08-1979,Part-Time Seasonal and Temporary (PST) Retirement Plan,gtu.ac.in,Ahmedabad
1664,2,22879.56,38749.56,0.0,0.0,1810.0,,0.0,06-07-1967,,ddu.ac.in,Nadiad
1665,12,28152.0,66204.0,0.0,,2450.01,,0.0,26-09-1969,,iitram.ac.in,Ahmedabad
1666,18,14496.0,38028.0,0.0,,3571.0,,0.0,03-04-1984,Part-Time Seasonal and Temporary (PST) Retirement Plan,spuvvn.edu,Vallabh Vidhyanagar
1667,7,49512.0,66192.0,0.0,0.0,8420.4,,23270.64,11-03-1952,2.00% @ 55,gnlu.ac.in,Gandhinagar
1668,9,44976.0,78984.0,0.0,0.0,2424.82,,6756.48,10-06-1976,2.00% @ 62,gujaratuniversity.org.in,
1669,14,49512.0,66192.0,0.0,0.0,1502.81,0.0,23270.64,15-08-1986,,www.mkbhavuni.edu.in,Bhavnagar
1670,8,22879.56,38749.56,0.0,0.0,6157.0,0.0,0.0,16-04-1964,,gtu.ac.in,Ahmedabad
1671,19,22879.56,38749.56,0.0,0.0,1347.5,0.0,0.0,04-02-1966,,sdau.edu.in,Palanpur
1672,14,22879.56,38749.56,0.0,,4361.1,,0.0,19-11-1959,,www.mkbhavuni.edu.in,Bhavnagar
1673,6,28079.4,41432.76,0.0,0.0,0.0,0.0,0.0,04-08-1959,,gfsu.edu.in,
1674,8,59076.0,131088.0,0.0,0.0,0.0,,15894.0,01-09-1980,Part-Time Seasonal and Temporary (PST) Retirement Plan,gtu.ac.in,
1675,10,60864.0,213120.0,0.0,0.0,90.0,0.0,9237.72,03-11-1962,2.00% @ 60,www.guts.education,Ahmedabad
1676,16,22879.56,38749.56,0.0,,5201.25,,0.0,17-10-1958,,www.nau.in,Navsari
1677,18,22879.56,38749.56,0.0,0.0,6763.1,,0.0,17-10-1978,,spuvvn.edu,Vallabh Vidhyanagar
1678,6,22879.56,38749.56,0.0,0.0,1573.0,,0.0,26-10-1972,Part-Time Seasonal and Temporary (PST) Retirement Plan,gfsu.edu.in,Gandhinagar
1679,14,67656.0,143952.0,0.0,0.0,6816.0,0.0,23270.64,08-09-1962,2.00% @ 55,www.mkbhavuni.edu.in,Bhavnagar
1680,9,49512.0,66192.0,0.0,0.0,0.0,0.0,0.0,08-11-1989,Part-Time Seasonal and Temporary (PST) Retirement Plan,gujaratuniversity.org.in,Ahmedabad
1681,9,49512.0,66192.0,0.0,0.0,9338.87,,10908.64,01-09-1957,2.00% @ 62,gujaratuniversity.org.in,Ahmedabad
1682,22,49512.0,66192.0,0.0,0.0,1862.79,,0.0,24-04-1955,Part-Time Seasonal and Temporary (PST) Retirement Plan,sggu.ac.in,Godhra
1683,18,44976.0,78984.0,0.0,0.0,325.0,0.0,17631.72,19-02-1973,2.00% @ 55,spuvvn.edu,Vallabh Vidhyanagar
1684,1,22879.56,38749.56,0.0,0.0,5299.36,,0.0,02-04-1969,,www.bknmu.edu.in,Junagadh
