,Id,game_seq,season_end,date,season_game_seq,playoff,team_id,Elo,opp_team_id,opp_Elo,win_equivalent,bet_ratio,home_crowd,opp_crowd,total_crowd
4183,49184,56184,2010,1/27/2010,44,0.0,8,,4,1425.2552,,0.68219525,8600,3800,12400
4184,49185,45307,2002,11/23/2001,12,0.0,2,,12,1343.8870000000004,,0.94423729,7800,3700,11500
4185,49186,52297,2007,2/6/2007,49,0.0,8,1394.3973,23,,30.815153000000002,0.51171577,3000,5300,8300
4186,49187,57841,2011,3/17/2011,66,0.0,19,1374.1866,5,1682.4749,27.495274,0.23165257,4500,3700,8200
4187,49188,32805,1991,2/16/1991,51,0.0,11,1545.1392,6,1661.1857,48.351406,0.47692361,7100,4900,12000
4188,49189,60529,2014,10/29/2013,1,0.0,2,,20,1586.5884,,0.53510213,4300,3000,7300
4189,49190,27489,1986,2/25/1986,58,0.0,15,1411.8237,25,1493.0846,32.777885,0.52694166,6600,2400,9000
4190,49191,33113,1991,4/3/1991,73,0.0,10,1382.3337,1,1507.8444,,0.4633531,6000,600,6600
4191,49192,21269,1980,12/26/1979,37,0.0,3,1378.741,15,1491.7954,27.933939000000002,0.48122197,3300,1500,4800
4192,49193,57343,2011,1/5/2011,36,0.0,24,1337.8458,37,1411.7379999999994,24.053213,0.53750157,6500,1900,8400
4193,49194,53702,2008,2/23/2008,56,0.0,8,1356.5419,16,1575.8685,27.504578000000002,0.33472314,8400,5300,13700
4194,49195,23987,1983,11/30/1982,15,0.0,1,1405.7582,17,1380.8834,,0.67235082,7900,2500,10400
4195,49196,34319,1992,4/5/1992,74,0.0,10,1645.7131,1,1612.8467,,0.6824038,7600,5400,13000
4196,49197,13612,1973,12/7/1972,28,0.0,4,1275.4382,6,,21.495798,0.35957503,3700,2900,6600
4197,49198,59981,2013,2/11/2013,50,0.0,4,1441.8491,20,1621.0966,33.42870300000001,0.38789126,9400,1600,11000
4198,49199,44492,2001,1/26/2001,43,0.0,4,1649.9834,3,1394.2473,56.177971,0.88572323,3300,4900,8200
4199,49200,60098,2013,3/3/2013,60,0.0,23,1269.9637,29,1599.5105,18.484463,0.21058923,7200,1100,8300
4200,49201,51871,2007,12/10/2006,20,0.0,37,1367.1960000000001,6,1615.1747,26.461388,0.29904836,9000,4500,13500
4201,49202,51064,2006,2/24/2006,52,0.0,15,1543.1881,7,,43.957642,0.85757595,3600,1800,5400
4202,49203,39413,1997,11/16/1996,9,0.0,10,,3,,,0.61874276,6300,2900,9200
4203,49204,60656,2014,11/15/2013,9,0.0,15,1625.85,8,1429.9852,53.825770999999996,0.84594369,7700,1400,9100
4204,49205,42009,1999,3/1/1999,14,0.0,1,1540.5273,10,1532.0858,46.091770000000004,0.65118217,6100,200,6300
4205,49206,52684,2007,4/4/2007,74,0.0,16,,21,,,0.75752497,9300,2000,11300
4206,49207,10503,1970,3/1/1970,68,0.0,49,1391.9459,58,1470.2395,42.652004,0.53119749,7000,3500,10500
4207,49208,28407,1987,2/14/1987,49,0.0,21,1403.2412,25,1539.0172,32.897217,0.44869539,7100,400,7500
4208,49209,54078,2008,4/12/2008,80,0.0,9,1451.4753,18,,36.501808000000004,0.40584585,5500,2800,8300
4209,49210,44044,2001,11/22/2000,11,0.0,17,1569.0023,16,1438.5752,,0.79025203,5800,3400,9200
4210,49211,41781,1998,5/2/1998,87,1.0,14,1626.736,24,1523.8319,54.83060500000001,0.76278508,9400,5400,14800
4211,49212,11647,1971,2/14/1971,61,0.0,32,,4,1523.7355,46.207085,0.5840201999999999,6100,3900,10000
4212,49213,62823,2015,3/14/2015,66,0.0,29,1591.5571,8,1485.8071,50.470814000000004,0.76573664,4200,800,5000
4213,49214,22016,1981,11/14/1980,19,0.0,8,,1,1556.8507,56.113186,0.74091184,3700,4600,8300
4214,49215,36234,1994,1/30/1994,43,0.0,0,1457.3867,6,1629.3832,,0.39784679,5400,500,5900
4215,49216,60179,2013,3/13/2013,63,0.0,27,,8,1487.3676,34.409259999999996,0.56163436,6000,1800,7800
4216,49217,20078,1979,11/14/1978,15,0.0,9,1523.1823,50,1465.9458,,0.71200168,7200,4000,11200
4217,49218,29763,1988,4/20/1988,80,0.0,7,1588.9493,15,,46.762432000000004,0.79648411,7300,5200,12500
4218,49219,16551,1975,3/2/1975,64,0.0,9,1409.4573,12,1500.1354,,0.51341206,6500,4000,10500
4219,49220,2142,1952,2/4/1952,44,0.0,46,1316.4158,1,,22.691635,0.33667803,4100,800,4900
4220,49221,21316,1980,1/4/1980,41,0.0,19,1457.8037,11,1505.5079,,0.57469642,8400,1400,9800
4221,49222,25764,1984,4/24/1984,86,1.0,6,1544.1041,9,1515.1561,,0.67749518,5900,3600,9500
4222,49223,12077,1972,10/23/1971,6,0.0,41,1256.5958,0,1484.9558,21.341036,0.32324484,8500,4800,13300
4223,49224,25272,1984,1/24/1984,41,0.0,1,1577.4678,4,1640.4314,49.777786,0.55309868,9200,5000,14200
4224,49225,13583,1973,12/2/1972,26,0.0,1,1623.6177,41,,,0.94737709,4900,1300,6200
4225,49226,4783,1960,2/16/1960,62,0.0,0,1719.2813,35,1361.489,60.981213000000004,0.93309689,9100,3200,12300
4226,49227,27624,1986,3/19/1986,70,0.0,20,1362.7836,2,1667.1636,27.606983000000003,0.23568103,5100,4600,9700
4227,49228,62541,2015,1/30/2015,45,0.0,0,1403.1152,11,1620.0585,30.126271999999997,0.3377853,7600,4000,11600
4228,49229,38505,1996,1/9/1996,30,0.0,6,1493.1663,20,1405.5988,40.417812,0.74644202,9000,2000,11000
4229,49230,46855,2003,1/3/2003,33,0.0,13,1597.9736,12,1411.4969,50.963997,0.83876836,9100,500,9600
4230,49231,18866,1977,4/3/1977,78,0.0,1,,41,,,0.78225929,4800,2800,7600
4231,49232,1417,1950,2/26/1950,58,0.0,40,1505.6713,59,1422.6344,45.66547,0.74147421,7500,5200,12700
4232,49233,16920,1976,10/28/1975,2,0.0,8,1484.5342,2,1404.8762,,0.73772824,3100,4800,7900
4233,49234,39154,1996,4/12/1996,77,0.0,7,1546.6422,8,1309.2748,47.444202000000004,0.87457645,9400,900,10300
4234,49235,16450,1975,2/16/1975,57,0.0,5,1573.7744,41,1526.5220000000006,51.58185200000001,0.70007461,6800,1200,8000
4235,49236,46749,2003,12/17/2002,23,0.0,9,1572.2384,38,1584.5392,,0.62359542,7500,3900,11400
4236,49237,27462,1986,2/21/1986,55,0.0,7,,15,1417.0629,44.61623400000001,0.77690876,9400,600,10000
4237,49238,51237,2006,3/19/2006,67,0.0,10,1506.4067,2,1528.9807,42.103058000000004,0.6096164000000001,9400,3800,13200
4238,49239,3154,1955,1/22/1955,40,0.0,1,1519.7073,34,1518.2202,38.629131,0.64203477,8800,3600,12400
4239,49240,60013,2013,2/20/2013,54,0.0,10,1360.4186,38,,27.235514000000002,0.48835269,6000,3300,9300
4240,49241,53090,2008,11/27/2007,15,0.0,10,1577.4639,0,1528.3817,49.242317,0.70228148,9300,4300,13600
4241,49242,54016,2008,4/4/2008,75,0.0,38,1660.5977,1,1282.4469,56.890319999999996,0.94005197,8500,1000,9500
4242,49243,51906,2007,12/15/2006,23,0.0,5,,8,1454.6135,47.321281,0.76328033,5300,4300,9600
4243,49244,2197,1952,2/25/1952,58,0.0,35,1613.3699,34,1531.4789,52.129546999999995,0.74020779,6100,2200,8300
4244,49245,59570,2013,12/18/2012,24,0.0,5,,0,1542.0205,,0.69046789,7900,3900,11800
4245,49246,1019,1950,11/19/1949,12,0.0,1,1458.2158,34,1443.2872,42.645241,0.6596156999999999,4300,4300,8600
4246,49247,25805,1984,5/21/1984,97,1.0,8,,0,1711.7632,53.231933999999995,0.49954045,4700,3400,8100
4247,49248,53624,2008,2/9/2008,51,0.0,8,,1,1356.1929,26.828203000000002,0.65353131,7100,2400,9500
4248,49249,58677,2012,3/2/2012,35,0.0,17,1473.3824,22,1729.0259,38.489021,0.28988233,3500,600,4100
4249,49250,29910,1989,11/9/1988,3,0.0,8,1498.2357,4,,,0.66242468,8000,300,8300
4250,49251,28265,1987,1/17/1987,38,0.0,13,1368.4159,17,1500.6034,,0.45381054,3400,4100,7500
4251,49252,21958,1981,11/4/1980,12,0.0,6,1674.7418,15,1504.3496,58.699169,0.82585096,4700,4200,8900
4252,49253,51677,2007,11/14/2006,7,0.0,18,,5,1558.2361,51.728317,0.69175315,3600,2400,6000
4253,49254,52573,2007,3/20/2007,69,0.0,5,1589.0044,20,1460.5938,,0.7883215,6000,4600,10600
4254,49255,28166,1987,12/30/1986,30,0.0,1,1355.0841,25,1520.2441,27.048634999999997,0.40731135,5200,5200,10400
4255,49256,23038,1982,12/9/1981,19,0.0,13,1577.9153,14,1510.3093,49.830639,0.72408527,3700,2600,6300
4256,49257,61278,2014,2/8/2014,51,0.0,24,1556.9266,9,1589.5255,,0.59579921,5700,3200,8900
4257,49258,42261,1999,4/1/1999,30,0.0,19,1378.1483,7,,,0.35795203,8700,5200,13900
4258,49259,59956,2013,2/8/2013,47,0.0,24,,1,1575.631,31.254728000000004,0.41443019999999997,7200,5200,12400
4259,49260,47947,2004,12/6/2003,19,0.0,11,1570.4270000000001,3,1607.6849,48.60413,0.58932418,4300,2600,6900
4260,49261,39910,1997,1/28/1997,44,0.0,1,,0,1340.7512,51.51300000000001,0.88346791,8400,2800,11200
4261,49262,32547,1991,1/5/1991,31,0.0,5,1647.3542,10,1404.6292,57.38704300000001,0.87792057,7100,5100,12200
4262,49263,57897,2011,3/25/2011,71,0.0,10,1267.7675,3,1381.2620000000006,19.498138,0.48058959999999995,7100,2400,9500
4263,49264,23762,1982,4/20/1982,83,1.0,19,1572.4174,25,1576.0204,47.019131,0.63527298,5800,5300,11100
4264,49265,2368,1953,12/9/1952,18,0.0,0,,34,1420.6313,45.219791,0.78390706,6700,1300,8000
4265,49266,24184,1983,1/6/1983,33,0.0,19,,6,1596.5529999999999,49.39777,0.61490065,8800,600,9400
4266,49267,28552,1987,3/12/1987,63,0.0,10,1387.5972,6,1399.7799,29.779346000000004,0.62375492,4600,1800,6400
4267,49268,23628,1982,3/28/1982,71,0.0,36,,2,1593.8021,,0.38002568,3200,4800,8000
4268,49269,53641,2008,2/11/2008,50,0.0,26,1569.954,13,1620.8813,47.250401000000004,0.57015532,8400,3900,12300
4269,49270,10957,1971,11/11/1970,14,0.0,0,1497.9735,8,,45.900622999999996,0.5056925999999999,8700,2200,10900
4270,49271,40335,1997,3/30/1997,73,0.0,26,1386.8877,22,1668.5002,31.529391999999998,0.26010057,9100,1500,10600
4271,49272,23885,1983,11/10/1982,7,0.0,17,1367.8213,16,1503.6149,28.511084000000004,0.44867036,6900,3100,10000
4272,49273,21499,1980,2/10/1980,59,0.0,10,1461.976,5,1388.4977,35.258743,0.7307874,3900,3900,7800
4273,49274,20618,1979,3/2/1979,64,0.0,14,1531.6583,10,1447.5095,43.058838,0.74269927,9400,4800,14200
4274,49275,3595,1956,3/17/1956,74,1.0,31,1515.1802,35,1544.4952,40.066257,0.60034317,8600,5100,13700
4275,49276,17271,1976,12/26/1975,32,0.0,14,1443.1875,36,1395.0406,37.252303999999995,0.70115453,3900,4900,8800
4276,49277,25600,1984,3/23/1984,72,0.0,17,1496.3447,12,1411.5719,,0.74338514,4800,4100,8900
4277,49278,48064,2004,12/23/2003,27,0.0,11,,15,1564.6472,44.876144000000004,0.62363499,7400,4000,11400
4278,49279,29995,1989,11/23/1988,8,0.0,22,1245.0835,2,1642.5204,17.83894,0.15288061,3900,4900,8800
4279,49280,34673,1993,12/3/1992,15,0.0,10,1600.1484,1,1617.0476,52.636623,0.61736214,3600,3400,7000
4280,49281,18820,1977,3/27/1977,74,0.0,5,1590.2745,10,1510.5288,50.376175,0.73782599,5000,4500,9500
4281,49282,38047,1996,11/3/1995,1,0.0,11,1625.0963,12,,55.26231,0.8694607,6100,1800,7900
4282,49283,60388,2013,4/11/2013,79,0.0,12,1545.5709,42,1717.5072,44.087944,0.39792979,4400,200,4600
4283,49284,53309,2008,12/28/2007,30,0.0,12,1592.3483,16,1555.9343,,0.68681306,3700,5200,8900
4284,49285,24760,1983,4/24/1983,83,1.0,2,,9,1550.5531,52.622021,0.70831215,8400,3100,11500
4285,49286,42164,1999,3/20/1999,25,0.0,11,1509.524,6,1529.4858,,0.61318898,5700,500,6200
4286,49287,2057,1952,12/31/1951,29,0.0,1,1523.4496,0,1551.4457,,0.60216349,8900,2100,11000
4287,49288,48879,2004,4/22/2004,85,1.0,1,1452.3962,19,1542.0887,35.110062,0.51482934,9000,1400,10400
4288,49289,32478,1991,12/23/1990,26,0.0,20,1390.8326,21,1329.5842,31.865686,0.71671414,7600,5000,12600
4289,49290,44047,2001,11/24/2000,12,0.0,0,1472.5193,23,1476.9379999999999,38.561615,0.63418436,8600,2500,11100
4290,49291,41378,1998,2/28/1998,59,0.0,5,1698.6001,21,1423.7197,,0.89641255,3200,1700,4900
4291,49292,46290,2002,4/14/2002,80,0.0,22,1473.9626,1,1390.7625,,0.7416543999999999,7500,4500,12000
4292,49293,48821,2004,4/10/2004,80,0.0,16,1527.9075,9,1544.007,44.369488,0.61844897,3000,2000,5000
4293,49294,46722,2003,12/14/2002,23,0.0,7,1461.1869,6,1496.1860000000001,35.021832,0.59246743,7200,200,7400
4294,49295,40251,1997,3/19/1997,68,0.0,0,1290.7029,17,1706.1263,21.43026,0.13994782,4900,3900,8800
4295,49296,5984,1963,4/24/1963,93,1.0,2,1559.0465,0,1651.514,47.526859,0.51083839,4900,1400,6300
4296,49297,42004,1999,2/28/1999,13,0.0,6,1545.7473,12,1372.0632,46.428726,0.82855946,8500,5100,13600
4297,49298,33212,1991,4/17/1991,80,0.0,18,1320.5658,24,1387.3395,,0.54767126,3700,1100,4800
4298,49299,21277,1980,12/27/1979,38,0.0,10,1469.7146,1,1456.1019,38.298737,0.65791291,6900,500,7400
4299,49300,13755,1973,12/29/1972,37,0.0,3,1414.9603,1,1613.4855,34.911026,0.36189324,4000,1800,5800
4300,49301,46449,2003,11/5/2002,4,0.0,11,,14,,,0.42112067,6700,2300,9000
4301,49302,41598,1998,3/31/1998,72,0.0,10,1568.7853,23,1498.7338,49.106941,0.72688895,4000,3000,7000
4302,49303,13173,1972,3/29/1972,84,0.0,53,1406.5594,54,1599.9204,37.08736,0.36878589,9200,5000,14200
4303,49304,60936,2014,12/23/2013,27,0.0,16,1564.7356,12,1574.2064,46.016827,0.62741143,7100,500,7600
4304,49305,54443,2009,11/29/2008,16,0.0,1,1381.2017,12,1478.0557,29.844444,0.50452733,4900,3200,8100
4305,49306,17724,1976,3/10/1976,66,0.0,11,1472.016,9,1459.031,40.321327000000004,0.65709919,3500,3900,7400
4306,49307,47740,2004,11/7/2003,5,0.0,3,1564.381,8,1530.8378,,0.68324751,4200,4100,8300
4307,49308,14803,1974,12/7/1973,23,0.0,0,1659.6434,7,1487.4128,,0.82736766,6000,400,6400
4308,49309,50284,2006,11/4/2005,3,0.0,4,1472.2407,37,1345.4025,35.291247999999996,0.78680712,4500,3700,8200
4309,49310,24066,1983,12/15/1982,20,0.0,36,,19,1550.9055,,0.54528743,7000,2500,9500
4310,49311,48496,2004,2/25/2004,59,0.0,16,,2,1584.9688,41.726883,0.5424760000000001,5000,1800,6800
4311,49312,33138,1991,4/6/1991,75,0.0,8,,19,,46.70182,0.85733265,6700,4900,11600
4312,49313,25303,1984,2/1/1984,44,0.0,6,1511.2278,9,1548.0447,,0.58993852,7100,2400,9500
4313,49314,42188,1999,3/23/1999,27,0.0,23,1549.7089999999994,30,1504.3571,46.987404,0.6977725,6600,1200,7800
4314,49315,49057,2005,11/17/2004,8,0.0,23,1368.6104,17,1569.1587,,0.35920814,7000,1400,8400
4315,49316,11824,1971,3/12/1971,75,0.0,5,,6,1516.8114,55.448494,0.71303433,7000,5300,12300
4316,49317,48550,2004,3/3/2004,63,0.0,23,1360.807,8,1527.9324,26.058889,0.4045831,8400,1200,9600
4317,49318,13914,1973,1/21/1973,48,0.0,11,1395.4225,1,1650.9188,34.444004,0.29005668,6700,4300,11000
4318,49319,26840,1986,10/26/1985,2,0.0,20,1432.1097,11,1525.8253,34.075989,0.50904304,3800,900,4700
4319,49320,1411,1950,2/25/1950,58,0.0,46,,0,,31.506596000000002,0.60764164,9300,3700,13000
4320,49321,28393,1987,2/12/1987,52,0.0,8,1577.9574,14,1513.0988,48.980216999999996,0.72091454,3300,5200,8500
4321,49322,20630,1979,3/6/1979,69,0.0,16,,11,1516.7706,44.006729,0.66808802,3600,300,3900
4322,49323,22449,1981,2/4/1981,53,0.0,12,1489.1508,9,,41.523823,0.5689649,6400,4900,11300
4323,49324,23507,1982,3/7/1982,60,0.0,14,,44,,50.104507,0.86718124,9000,3700,12700
4324,49325,6134,1964,12/28/1963,33,0.0,4,1470.3269,2,,39.855765999999996,0.49823502,4500,3000,7500
4325,49326,42758,2000,11/21/1999,11,0.0,6,1550.9939,14,1532.0889,47.18277,0.66473615,6700,1100,7800
4326,49327,42444,1999,4/23/1999,44,0.0,48,1247.9418,14,1468.1445,,0.33360106,5700,1600,7300
4327,49328,37473,1995,2/7/1995,45,0.0,3,1322.9066,25,1317.9536,24.080932999999998,0.64660704,8000,5200,13200
4328,49329,39425,1997,11/17/1996,9,0.0,13,1527.2063,12,1419.5663,,0.76768261,4700,4300,9000
4329,49330,28001,1987,11/29/1986,14,0.0,11,1567.2472,19,1391.5159,46.11060300000001,0.83022702,3800,1700,5500
4330,49331,53748,2008,2/29/2008,57,0.0,12,1585.7024,4,1484.9177,50.414516,0.76057047,7000,4900,11900
4331,49332,1874,1951,3/11/1951,64,0.0,43,1593.6271,57,1457.6581,,0.79549086,3900,400,4300
4332,49333,61620,2014,3/30/2014,75,0.0,10,1438.1766,15,1583.1802,,0.4355945,6300,4600,10900
4333,49334,56957,2011,11/13/2010,10,0.0,37,1502.8834,17,1604.9897,40.510143,0.49696881,7900,3700,11600
4334,49335,29793,1988,4/24/1988,82,0.0,2,1640.4761,12,1286.2042,55.020058,0.93182069,5200,2000,7200
4335,49336,20365,1979,1/11/1979,42,0.0,13,1622.3329,44,1436.7711,53.62181500000001,0.83805484,9400,500,9900
4336,49337,57225,2011,12/18/2010,26,0.0,13,1678.2417,29,1477.3285,58.356708999999995,0.84969306,6100,800,6900
4337,49338,58367,2012,1/21/2012,18,0.0,5,1684.6906,37,1355.3922,,0.9221009,9100,1100,10200
4338,49339,51496,2006,4/24/2006,84,1.0,20,1555.9994,16,1492.0751,,0.71983117,6500,3900,10400
4339,49340,24055,1983,12/12/1982,22,0.0,0,1701.4419,16,1484.6555,,0.8609938,3900,400,4300
4340,49341,11846,1971,3/14/1971,78,0.0,14,1425.4226,32,1441.1703,,0.61892676,4700,5300,10000
4341,49342,52257,2007,1/31/2007,46,0.0,23,1475.2439,8,1424.1506,,0.7046963,8900,2100,11000
4342,49343,3491,1956,2/2/1956,47,0.0,1,1533.2924,34,1614.3562,41.191288,0.52722436,5800,4900,10700
4343,49344,25587,1984,3/21/1984,70,0.0,44,1408.8427,3,1529.6591,30.627344,0.47007859,4900,2800,7700
4344,49345,35862,1994,12/2/1993,15,0.0,17,1544.3724,15,1523.5162,,0.66723466,7900,3400,11300
4345,49346,52710,2007,4/7/2007,76,0.0,18,1743.5574,9,1421.9579999999999,,0.91885728,5400,2400,7800
4346,49347,3406,1956,12/30/1955,25,0.0,40,1532.4303,31,1485.954,41.783062,0.69913566,4400,3400,7800
4347,49348,35294,1993,3/12/1993,60,0.0,0,,8,1383.2496,,0.83607674,7000,3700,10700
4348,49349,49021,2005,11/12/2004,5,0.0,13,1665.5352,22,1561.1201,58.018837,0.7643553000000001,5800,4900,10700
4349,49350,57057,2011,11/26/2010,16,0.0,6,1589.4634,20,1323.6062,50.022529999999996,0.89148915,7200,5000,12200
4350,49351,23043,1982,12/11/1981,21,0.0,18,,13,1583.2733,21.112054999999998,0.25045812,3000,4600,7600
4351,49352,48094,2004,12/27/2003,27,0.0,14,,24,1613.9486,,0.49641544,7800,4700,12500
4352,49353,39036,1996,3/27/1996,70,0.0,18,1313.0366,11,1509.4796,24.597168,0.36466566,8100,200,8300
4353,49354,32326,1991,11/30/1990,15,0.0,5,,15,1433.2855,55.634827,0.8428908000000002,6400,3000,9400
4354,49355,58215,2012,1/3/2012,6,0.0,5,1656.2969,7,1531.0908,,0.78522682,9100,600,9700
4355,49356,21685,1980,3/16/1980,75,0.0,12,1406.9032,17,1358.7659,31.640583000000003,0.70114309,6400,3500,9900
4356,49357,32900,1991,3/2/1991,56,0.0,12,1473.2089999999994,30,1328.7678,40.227524,0.80331075,6000,100,6100
4357,49358,10932,1971,11/7/1970,14,0.0,4,,14,1452.3834,43.065533,0.64368212,9200,2100,11300
4358,49359,13161,1972,3/26/1972,83,0.0,53,1392.7152,49,1477.6185,37.486534000000006,0.52171218,8300,3200,11500
4359,49360,36287,1994,2/7/1994,46,0.0,4,,30,1456.3353,35.346886,0.61204034,7900,500,8400
4360,49361,31559,1990,2/4/1990,44,0.0,0,1538.0715,21,1364.5853,47.931213,0.82839763,7300,400,7700
4361,49362,22360,1981,1/16/1981,48,0.0,4,1736.4459,10,,63.656482999999994,0.91102785,9400,500,9900
4362,49363,25132,1984,12/29/1983,32,0.0,13,1504.7273,36,1511.0563,42.190533,0.63162947,8000,2100,10100
4363,49364,12593,1972,1/7/1972,43,0.0,4,1390.4149,1,1565.3319,,0.39382625,8200,700,8900
4364,49365,23845,1983,11/4/1982,4,0.0,7,1526.8054,8,1602.7612,,0.53454721,4300,3200,7500
4365,49366,59980,2013,2/11/2013,50,0.0,8,1481.0573,27,1431.4321,36.641697,0.70293456,5100,4000,9100
4366,49367,3949,1958,11/12/1957,10,0.0,0,1673.7097,35,1430.175,56.66539,0.87841916,6800,3200,10000
4367,49368,42530,1999,5/4/1999,49,0.0,9,,13,1676.9564,,0.54329211,9300,4100,13400
4368,49369,8422,1968,3/9/1968,78,0.0,52,,14,1330.1257,17.311823,0.46183032,8600,4600,13200
4369,49370,55212,2009,3/18/2009,70,0.0,11,1618.9427,3,1496.0981,53.122749,0.78292543,3500,3400,6900
4370,49371,56621,2010,3/30/2010,73,0.0,8,1541.0396,20,1330.2837,45.3344,0.85678679,4500,3700,8200
4371,49372,54235,2009,11/1/2008,2,0.0,24,1397.2357,18,1550.8833,,0.42340273,9000,5000,14000
4372,49373,57478,2011,1/23/2011,43,0.0,16,1560.4814,15,,47.478653,0.75902241,5800,1200,7000
4373,49374,47545,2003,4/12/2003,80,0.0,10,1265.5491,1,,,0.34832895,4000,4300,8300
4374,49375,48068,2004,12/23/2003,29,0.0,1,1428.5048,24,1618.4247,,0.37340876,6200,3000,9200
4375,49376,36464,1994,3/9/1994,59,0.0,7,1623.0378,1,1628.4087,,0.63291186,5500,2700,8200
4376,49377,43277,2000,2/6/2000,47,0.0,3,1518.3345,11,1470.2582,43.369479999999996,0.70106947,8400,3200,11600
4377,49378,23911,1983,11/16/1982,10,0.0,1,1418.5994,11,1435.9520000000002,,0.61674529,7000,1400,8400
4378,49379,2758,1954,12/20/1953,27,0.0,33,1576.3207,35,1649.0358,48.163097,0.53918564,8500,800,9300
4379,49380,30905,1989,4/28/1989,83,1.0,3,,0,1516.0647,,0.86166495,6700,600,7300
4380,49381,1329,1950,2/4/1950,47,0.0,59,1489.3428,1,1514.4902,,0.60608518,3700,3600,7300
4381,49382,57687,2011,2/25/2011,58,0.0,37,,21,1383.2991,38.394012,0.74941349,7600,1400,9000
4382,49383,16776,1975,4/2/1975,79,0.0,25,1634.5753,11,1453.7891,57.411598,0.83428913,7300,3600,10900
4383,49384,58927,2012,4/2/2012,54,0.0,9,1483.491,17,,37.932388,0.59674942,7800,1600,9400
4384,49385,58301,2012,1/13/2012,12,0.0,16,,22,1659.1111,,0.56269687,4100,100,4200
4385,49386,63118,2015,5/3/2015,89,1.0,7,1604.0933,27,,50.003361,0.70115,6300,4300,10600
4386,49387,55971,2010,12/29/2009,32,0.0,11,,38,1453.3699,51.114952,0.80397403,9300,1500,10800
4387,49388,30201,1989,12/29/1988,26,0.0,5,,1,1582.6147,48.148003,0.59978431,3200,700,3900
4388,49389,56987,2011,11/17/2010,11,0.0,22,1575.0287,6,1640.3798,50.201510999999996,0.54969919,9200,4000,13200
4389,49390,45546,2002,12/28/2001,26,0.0,2,1694.9263,26,1537.7899,,0.81460214,3500,2600,6100
4390,49391,51272,2006,3/23/2006,67,0.0,6,1659.7067,9,1325.4646,,0.92412066,3900,3000,6900
4391,49392,62704,2015,2/27/2015,58,0.0,3,1466.2944,1,1284.2406,35.27602,0.8352955,3500,1800,5300
4392,49393,24547,1983,3/15/1983,65,0.0,19,,3,1454.537,49.651688,0.78301883,7600,5200,12800
4393,49394,13420,1973,11/8/1972,12,0.0,0,1559.9398,12,1603.3136,51.557907,0.5807777,3900,800,4700
4394,49395,49053,2005,11/17/2004,9,0.0,2,1582.9266,20,1466.9460000000001,50.379005,0.77613515,8500,4700,13200
4395,49396,58900,2012,3/30/2012,50,0.0,12,,19,1333.8412,,0.76314777,5000,4800,9800
4396,49397,46333,2002,4/22/2002,84,1.0,19,1550.5243,15,1517.3933,46.927215999999994,0.68273371,7500,200,7700
4397,49398,44071,2001,11/27/2000,15,0.0,20,,2,,,0.17830595,4300,4800,9100
4398,49399,4331,1959,12/17/1958,25,0.0,1,1558.4735,31,,43.938697999999995,0.59227401,3200,2100,5300
4399,49400,1705,1951,1/3/1951,32,0.0,59,1389.0632,46,1416.0608,,0.60353971,8600,2500,11100
4400,49401,36853,1994,6/1/1994,98,1.0,1,,15,1647.6395,55.272575,0.6434384,6000,3300,9300
4401,49402,48897,2004,4/30/2004,87,1.0,22,1547.4651,38,1483.5741,,0.71979249,4600,4300,8900
4402,49403,50480,2006,12/2/2005,15,0.0,2,,24,1536.3126,34.430439,0.50947136,8900,400,9300
4403,49404,21792,1980,4/10/1980,85,1.0,7,1571.7667,4,1630.9539,49.05172,0.55846578,9400,3400,12800
4404,49405,2984,1954,3/25/1954,77,1.0,33,,0,1607.7805,55.279258999999996,0.69185489,5800,2100,7900
4405,49406,53118,2008,11/30/2007,16,0.0,26,1550.7699,10,1566.2197,46.85123400000001,0.61933106,5100,2500,7600
4406,49407,15957,1975,12/4/1974,22,0.0,0,1570.4861,2,1435.8678,51.263046,0.79422301,5300,5400,10700
4407,49408,26978,1986,11/22/1985,14,0.0,6,1389.8324,19,,28.647090999999996,0.48181495,7800,1100,8900
4408,49409,39495,1997,11/28/1996,14,0.0,12,1412.7979999999998,19,1346.3878,33.285194,0.72270793,7900,800,8700
4409,49410,44160,2001,12/9/2000,20,0.0,15,1557.2494,30,1597.2910000000006,47.35709,0.58544052,9200,5300,14500
4410,49411,58328,2012,1/16/2012,12,0.0,29,1561.3986,5,,48.536167,0.46935709999999997,7900,1200,9100
4411,49412,27234,1986,1/9/1986,37,0.0,17,1493.4122,25,,,0.68561846,6000,1200,7200
4412,49413,18507,1977,1/26/1977,47,0.0,41,,8,1392.6902,31.216246,0.65351605,9300,5200,14500
4413,49414,55687,2010,11/19/2009,13,0.0,38,1458.1089,6,1594.5414,37.299141,0.44776076,9100,2800,11900
4414,49415,35931,1994,12/13/1993,17,0.0,6,1657.5404,8,,57.10508000000001,0.91834903,6900,400,7300
4415,49416,48163,2004,1/7/2004,37,0.0,0,1470.7069,23,1382.8638,38.023216,0.74674219,7200,300,7500
4416,49417,34370,1992,4/12/1992,79,0.0,3,1542.8207,1,1591.236,47.463108,0.57369566,8700,5400,14100
4417,49418,59009,2012,4/12/2012,59,0.0,5,1664.4464,22,,57.538712,0.6526987,7400,4500,11900
4418,49419,17569,1976,2/14/1976,54,0.0,5,,8,1442.9882,31.453122999999998,0.5794511999999999,4700,800,5500
